

			DELHI AIRPORT : 30 m Base line


Time	RVR	 MOR	RVR	MOR	BLM	Trf	 Ref(v)	PD(v)
04:46:08	2000	3000	3333	5759	1710	0.98449	3.35391	4.61426		
04:46:18	2000	3000	3333	5725	1711	0.98440	3.35382	4.61367		
04:46:28	2000	3000	3333	5930	1711	0.98494	3.35369	4.61624		
04:46:38	2000	3000	3333	6240	1712	0.98568	3.35237	4.61825		
04:46:48	2000	3000	3333	6128	1712	0.98542	3.35233	4.61686		
04:46:58	2000	3000	3333	6176	1712	0.98553	3.35223	4.61730		
04:47:08	2000	3000	3333	6071	1712	0.98528	3.35234	4.61617		
04:47:18	2000	3000	3333	6394	1712	0.98602	3.35235	4.61998		
04:47:28	2000	3000	3333	6566	1713	0.98639	3.35226	4.62173		
04:47:38	2000	3000	3333	6196	1713	0.98558	3.35249	4.61790		
04:47:48	2000	3000	3333	6074	1713	0.98529	3.35244	4.61635		
04:47:58	2000	3000	3333	5940	1713	0.98496	3.35253	4.61478		
04:48:08	2000	3000	3333	5956	1713	0.98500	3.35248	4.61491		
04:48:18	2000	3000	3333	5820	1713	0.98466	3.35229	4.61287		
04:48:28	2000	3000	3333	5817	1713	0.98465	3.35238	4.61295		
04:48:38	2000	3000	3333	6102	1714	0.98536	3.35219	4.61635		
04:48:48	2000	3000	3333	6218	1713	0.98563	3.35075	4.61576		
04:48:58	2000	3000	3333	5893	1713	0.98484	3.35094	4.61198		
04:49:08	2000	3000	3333	6153	1713	0.98548	3.35073	4.61496		
04:49:18	2000	3000	3333	6089	1713	0.98533	3.35051	4.61388		
04:49:28	2000	3000	3333	6234	1714	0.98567	3.35069	4.61587		
04:49:38	2000	3000	3333	6189	1714	0.98556	3.35056	4.61515		
04:49:48	2000	3000	3333	5968	1714	0.98503	3.35031	4.61208		
04:49:58	2000	3000	3333	6088	1714	0.98532	3.35017	4.61339		
04:50:08	2000	3000	3333	6076	1713	0.98530	3.35013	4.61319		
04:50:18	2000	3000	3333	6024	1713	0.98517	3.35023	4.61268		
04:50:28	2000	3000	3333	6038	1714	0.98521	3.35010	4.61268		
04:50:38	2000	3000	3333	6159	1714	0.98549	3.35024	4.61435		
04:50:48	2000	3000	3333	5934	1714	0.98495	3.35022	4.61152		
04:50:58	2000	3000	3333	6260	1714	0.98572	3.35023	4.61553		
04:51:08	2000	3000	3333	6086	1714	0.98532	3.35002	4.61317		
04:51:18	2000	3000	3333	5923	1714	0.98492	3.35014	4.61127		
04:51:28	2000	3000	3333	5998	1714	0.98511	3.34998	4.61201		
04:51:38	2000	3000	3333	5925	1713	0.98492	3.35001	4.61111		
04:51:48	2000	3000	3333	6124	1714	0.98541	3.34996	4.61354		
04:51:58	2000	3000	3333	6036	1715	0.98520	3.34979	4.61223		
04:52:08	2000	3000	3333	6322	1715	0.98586	3.34960	4.61538		
04:52:18	2000	3000	3333	6149	1715	0.98547	3.34981	4.61364		
04:52:28	2000	3000	3333	6296	1715	0.98581	3.34814	4.61307		
04:52:38	2000	3000	3333	6139	1714	0.98545	3.34828	4.61141		
04:52:48	2000	3000	3333	6387	1714	0.98601	3.34824	4.61424		
04:52:58	2000	3000	3333	6481	1714	0.98621	3.34825	4.61529		
04:53:08	2000	3000	3333	6420	1713	0.98608	3.34812	4.61444		
04:53:18	2000	3000	3333	6446	1712	0.98613	3.34810	4.61470		
04:53:28	2000	3000	3333	6120	1712	0.98540	3.34821	4.61109		
04:53:38	2000	3000	3333	6448	1712	0.98614	3.34836	4.61508		
04:53:48	2000	3000	3333	6587	1713	0.98643	3.34828	4.61646		
04:53:58	2000	3000	3333	6587	1713	0.98643	3.34836	4.61657		
04:54:08	2000	3000	3333	6721	1713	0.98670	3.34829	4.61786		
04:54:18	2000	3000	3333	6802	1713	0.98686	3.34826	4.61862		
04:54:28	2000	3000	3333	6691	1713	0.98664	3.34807	4.61725		
04:54:38	2000	3000	3333	6331	1713	0.98589	3.34807	4.61338		
04:54:48	2000	3000	3333	6285	1713	0.98578	3.34804	4.61281		
04:54:58	2000	3000	3333	6440	1712	0.98612	3.34781	4.61423		
04:55:08	2000	3000	3333	5982	1712	0.98507	3.34794	4.60900		
04:55:18	2000	3000	3333	6596	1712	0.98645	3.34684	4.61457		
04:55:28	2000	3000	3333	6954	1712	0.98714	3.34636	4.61747		
04:55:38	2000	3000	3333	6206	1712	0.98560	3.34630	4.60949		
04:55:48	2000	3000	3333	7246	1712	0.98766	3.34637	4.62012		
04:55:58	2000	3000	3333	6417	1712	0.98607	3.34628	4.61187		
04:56:08	2000	3000	3333	6593	1712	0.98644	3.34624	4.61371		
04:56:18	2000	3000	3333	6255	1713	0.98571	3.34638	4.61017		
04:56:28	2000	3000	3333	6552	1713	0.98636	3.34614	4.61314		
04:56:38	2000	3000	3333	6900	1713	0.98704	3.34575	4.61611		
04:56:48	2000	3000	3333	6372	1713	0.98598	3.34593	4.61089		
04:56:58	2000	3000	3333	6277	1713	0.98576	3.34598	4.60988		
04:57:08	2000	3000	3333	6446	1714	0.98613	3.34573	4.61143		
04:57:18	2000	3000	3333	6462	1713	0.98617	3.34578	4.61168		
04:57:28	2000	3000	3333	6618	1714	0.98649	3.34555	4.61302		
04:57:38	2000	3000	3333	6673	1713	0.98660	3.34566	4.61374		
04:57:48	2000	3000	3333	6300	1713	0.98582	3.34569	4.60974		
04:57:58	2000	3000	3333	6687	1713	0.98663	3.34545	4.61359		
04:58:08	2000	3000	3333	6652	1713	0.98656	3.34559	4.61343		
04:58:18	2000	3000	3333	6676	1713	0.98661	3.34539	4.61340		
04:58:28	2000	3000	3333	6284	1713	0.98578	3.34547	4.60925		
04:58:38	2000	3000	3333	6371	1712	0.98597	3.34544	4.61020		
04:58:48	2000	3000	3333	6789	1712	0.98683	3.34406	4.61270		
04:58:58	2000	3000	3333	6856	1711	0.98696	3.34408	4.61338		
04:59:08	2000	3000	3333	6259	1711	0.98572	3.34391	4.60682		
04:59:18	2000	3000	3333	6730	1711	0.98672	3.34367	4.61158		
04:59:28	2000	3000	3333	6697	1711	0.98665	3.34362	4.61117		
04:59:38	2000	3000	3333	6565	1712	0.98638	3.34376	4.61000		
04:59:48	2000	3000	3333	6686	1712	0.98663	3.34378	4.61128		
04:59:58	2000	3000	3333	6621	1712	0.98650	3.34387	4.61074		
05:00:08	2000	3000	3333	7142	1712	0.98748	3.34369	4.61551		
05:00:18	2000	3000	3333	6625	1713	0.98651	3.34357	4.61037		
05:00:28	2000	3000	3333	6091	1714	0.98533	3.34347	4.60421		
05:00:38	2000	3000	3333	6764	1714	0.98678	3.34354	4.61174		
05:00:48	2000	3000	3333	6380	1715	0.98599	3.34352	4.60766		
05:00:58	2000	3000	3333	6613	1715	0.98648	3.34339	4.60999		
05:01:08	2000	3000	3333	6539	1716	0.98633	3.34339	4.60921		
05:01:18	2000	3000	3333	6434	1717	0.98611	3.34320	4.60782		
05:01:28	2000	3000	3333	6893	1717	0.98703	3.34170	4.61046		
05:01:38	2000	3000	3333	6881	1718	0.98701	3.34148	4.61004		
05:01:48	2000	3000	3333	6660	1718	0.98658	3.34143	4.60778		
05:01:58	2000	3000	3333	6583	1719	0.98642	3.34144	4.60699		
05:02:08	2000	3000	3333	6246	1719	0.98569	3.34166	4.60356		
05:02:18	2000	3000	3333	6496	1719	0.98624	3.34148	4.60612		
05:02:28	2000	3000	3333	6720	1720	0.98670	3.34147	4.60844		
05:02:38	2000	3000	3333	6754	1720	0.98676	3.34121	4.60842		
05:02:48	2000	3000	3333	6401	1721	0.98604	3.34133	4.60487		
05:02:58	2000	3000	3333	6696	1721	0.98665	3.34140	4.60810		
05:03:08	2000	3000	3333	7044	1721	0.98730	3.34112	4.61107		
05:03:18	2000	3000	3333	6792	1721	0.98684	3.34127	4.60888		
05:03:28	2000	3000	3333	6346	1722	0.98592	3.34121	4.60409		
05:03:38	2000	3000	3333	6778	1722	0.98681	3.34120	4.60865		
05:03:48	2000	3000	3333	6394	1722	0.98602	3.34109	4.60447		
05:03:58	2000	3000	3333	6656	1722	0.98657	3.33969	4.60533		
05:04:08	2000	3000	3333	6608	1723	0.98647	3.33952	4.60460		
05:04:18	2000	3000	3333	6669	1723	0.98659	3.33944	4.60512		
05:04:28	2000	3000	3333	6872	1723	0.98699	3.33963	4.60740		
05:04:38	2000	3000	3333	6900	1724	0.98704	3.33955	4.60756		
05:04:48	2000	3000	3333	6785	1724	0.98682	3.33946	4.60632		
05:04:58	2000	3000	3333	7089	1724	0.98738	3.33908	4.60867		
05:05:08	2000	3000	3333	7122	1724	0.98744	3.33909	4.60898		
05:05:18	2000	3000	3333	6640	1725	0.98654	3.33896	4.60416		
05:05:28	2000	3000	3333	6802	1725	0.98686	3.33899	4.60584		
05:05:38	2000	3000	3333	6236	1726	0.98567	3.33908	4.59989		
05:05:48	2000	3000	3333	6424	1726	0.98609	3.33896	4.60186		
05:05:58	2000	3000	3333	6359	1725	0.98595	3.33903	4.60123		
05:06:08	2000	3000	3333	5881	1725	0.98481	3.33877	4.59507		
05:06:18	2000	3000	3333	6653	1725	0.98656	3.33754	4.60234		
05:06:28	2000	3000	3333	6336	1724	0.98590	3.33887	4.60076		
05:06:38	2000	3000	3333	6571	1723	0.98640	3.33868	4.60306		
05:06:48	2000	3000	3333	6612	1723	0.98648	3.33864	4.60343		
05:06:58	2000	3000	3333	7463	1722	0.98801	3.33706	4.60910		
05:07:08	2000	3000	3333	6438	1722	0.98612	3.33719	4.59958		
05:07:18	2000	3000	3333	7001	1721	0.98723	3.33699	4.60498		
05:07:28	2000	3000	3333	6545	1720	0.98634	3.33694	4.60038		
05:07:38	2000	3000	3333	6876	1720	0.98700	3.33686	4.60362		
05:07:48	2000	3000	3333	6638	1720	0.98653	3.33684	4.60122		
05:07:58	2000	3000	3333	6578	1719	0.98641	3.33683	4.60058		
05:08:08	2000	3000	3333	7070	1720	0.98735	3.33660	4.60507		
05:08:18	2000	3000	3333	6540	1720	0.98633	3.33679	4.60013		
05:08:28	2000	3000	3333	6631	1720	0.98652	3.33646	4.60062		
05:08:38	2000	3000	3333	6743	1721	0.98674	3.33644	4.60173		
05:08:48	2000	3000	3333	7321	1721	0.98778	3.33648	4.60711		
05:08:58	2000	3000	3333	7316	1721	0.98777	3.33651	4.60711		
05:09:08	2000	3000	3333	6984	1722	0.98720	3.33671	4.60443		
05:09:18	2000	3000	3333	6945	1722	0.98712	3.33661	4.60393		
05:09:28	2000	3000	3333	7191	1723	0.98756	3.33657	4.60611		
05:09:38	2000	3000	3333	7350	1723	0.98783	3.33504	4.60537		
05:09:48	2000	3000	3333	7515	1724	0.98810	3.33512	4.60684		
05:09:58	2000	3000	3333	6985	1724	0.98720	3.33494	4.60200		
05:10:08	2000	3000	3333	7483	1725	0.98805	3.33511	4.60657		
05:10:18	2000	3000	3333	7405	1725	0.98792	3.33498	4.60575		
05:10:28	2000	3000	3333	7028	1725	0.98728	3.33485	4.60227		
05:10:38	2000	3000	3333	6731	1725	0.98672	3.33472	4.59924		
05:10:48	2000	3000	3333	6999	1724	0.98722	3.33472	4.60183		
05:10:58	2000	3000	3333	7520	1725	0.98810	3.33484	4.60649		
05:11:08	2000	3000	3333	6753	1724	0.98676	3.33469	4.59942		
05:11:18	2000	3000	3333	6972	1724	0.98717	3.33448	4.60124		
05:11:28	2000	3000	3333	7155	1724	0.98750	3.33435	4.60273		
05:11:38	2000	3000	3333	7204	1723	0.98758	3.33285	4.60109		
05:11:48	2000	3000	3333	7027	1723	0.98727	3.33263	4.59920		
05:11:58	2000	3000	3333	7280	1723	0.98771	3.33272	4.60157		
05:12:08	2000	3000	3333	7383	1722	0.98788	3.33250	4.60214		
05:12:18	2000	3000	3333	7382	1722	0.98788	3.33237	4.60195		
05:12:28	2000	3000	3333	7233	1722	0.98763	3.33219	4.60043		
05:12:38	2000	3000	3333	7534	1722	0.98813	3.33220	4.60296		
05:12:48	2000	3000	3333	7010	1721	0.98724	3.33229	4.59857		
05:12:58	2000	3000	3333	6829	1721	0.98691	3.33229	4.59686		
05:13:08	2000	3000	3333	7338	1721	0.98781	3.33219	4.60133		
05:13:18	2000	3000	3333	7296	1721	0.98774	3.33088	4.59917		
05:13:28	2000	3000	3333	7318	1721	0.98778	3.33086	4.59933		
05:13:38	2000	3000	3333	6808	1721	0.98687	3.33090	4.59474		
05:13:48	2000	3000	3333	7073	1721	0.98736	3.33091	4.59725		
05:13:58	2000	3000	3333	7094	1721	0.98739	3.33071	4.59716		
05:14:08	2000	3000	3333	6944	1721	0.98712	3.33081	4.59592		
05:14:18	2000	3000	3333	6612	1721	0.98648	3.33065	4.59242		
05:14:28	2000	3000	3333	6498	1721	0.98625	3.33066	4.59123		
05:14:38	2000	3000	3333	6614	1722	0.98649	3.33041	4.59211		
05:14:48	2000	3000	3333	6741	1722	0.98674	3.33061	4.59367		
05:14:58	2000	3000	3333	6440	1722	0.98612	3.33049	4.59036		
05:15:08	2000	3000	3333	6870	1722	0.98699	3.33040	4.59465		
05:15:18	2000	3000	3333	6477	1723	0.98620	3.33025	4.59043		
05:15:28	2000	3000	3333	6533	1722	0.98632	3.33028	4.59108		
05:15:38	2000	3000	3333	7037	1722	0.98729	3.33034	4.59613		
05:15:48	2000	3000	3333	6951	1722	0.98713	3.33021	4.59515		
05:15:58	2000	3000	3333	6514	1721	0.98628	3.32862	4.58858		
05:16:08	2000	3000	3333	6254	1722	0.98571	3.32877	4.58590		
05:16:18	2000	3000	3333	6616	1722	0.98649	3.32853	4.58953		
05:16:28	2000	3000	3333	7057	1722	0.98733	3.32852	4.59380		
05:16:38	2000	3000	3333	6908	1722	0.98706	3.32822	4.59200		
05:16:48	2000	3000	3333	6804	1723	0.98686	3.32816	4.59092		
05:16:58	2000	3000	3333	6564	1724	0.98638	3.32814	4.58845		
05:17:08	2000	3000	3333	6963	1725	0.98716	3.32827	4.59259		
05:17:18	2000	3000	3333	6851	1728	0.98695	3.32805	4.59122		
05:17:28	2000	3000	3333	7069	1725	0.98735	3.32793	4.59310		
05:17:38	2000	3000	3333	6533	1726	0.98632	3.32797	4.58789		
05:17:48	2000	3000	3333	6148	1726	0.98547	3.32793	4.58350		
05:17:58	2000	3000	3333	6348	1726	0.98592	3.32803	4.58595		
05:18:08	2000	3000	3333	6367	1725	0.98596	3.32787	4.58595		
05:18:18	2000	3000	3333	6158	1725	0.98549	3.32804	4.58377		
05:18:28	2000	3000	3333	6579	1725	0.98641	3.32807	4.58851		
05:18:38	2000	3000	3333	6358	1724	0.98594	3.32801	4.58604		
05:18:48	2000	3000	3333	6643	1724	0.98654	3.32799	4.58907		
05:18:58	2000	3000	3333	6858	1724	0.98696	3.32787	4.59104		
05:19:08	2000	3000	3333	6554	1724	0.98636	3.32794	4.58807		
05:19:18	2000	3000	3333	6121	1724	0.98540	3.32790	4.58313		
05:19:28	2000	3000	3333	6548	1724	0.98635	3.32696	4.58666		
05:19:38	2000	3000	3333	6476	1724	0.98620	3.32644	4.58517		
05:19:48	2000	3000	3333	6561	1724	0.98638	3.32635	4.58595		
05:19:58	2000	3000	3333	6688	1725	0.98663	3.32626	4.58714		
05:20:08	2000	3000	3333	6806	1725	0.98686	3.32630	4.58837		
05:20:18	2000	3000	3333	6603	1726	0.98646	3.32616	4.58613		
05:20:28	2000	3000	3333	6640	1728	0.98654	3.32622	4.58660		
05:20:38	2000	3000	3333	6473	1728	0.98619	3.32630	4.58495		
05:20:48	2000	3000	3333	6987	1729	0.98720	3.32638	4.59021		
05:20:58	2000	3000	3333	5622	1729	0.98412	3.32651	4.57466		
05:21:08	2000	3000	3333	6432	1730	0.98611	3.32635	4.58457		
05:21:18	2000	3000	3333	6727	1731	0.98671	3.32629	4.58757		
05:21:28	2000	3000	3333	6319	1732	0.98586	3.32623	4.58314		
05:21:38	2000	3000	3333	6818	1732	0.98689	3.32626	4.58843		
05:21:48	2000	3000	3333	6746	1733	0.98675	3.32622	4.58767		
05:21:58	2000	3000	3333	7127	1734	0.98745	3.32624	4.59129		
05:22:08	2000	3000	3333	6988	1734	0.98720	3.32460	4.58776		
05:22:18	2000	3000	3333	6457	1735	0.98616	3.32456	4.58237		
05:22:28	2000	3000	3333	6519	1735	0.98629	3.32457	4.58305		
05:22:38	2000	3000	3333	6265	1735	0.98574	3.32443	4.58005		
05:22:48	2000	3000	3333	6610	1735	0.98648	3.32454	4.58397		
05:22:58	2000	3000	3333	6813	1736	0.98688	3.32446	4.58590		
05:23:08	2000	3000	3333	6289	1736	0.98579	3.32430	4.58015		
05:23:18	2000	3000	3333	6999	1736	0.98722	3.32435	4.58752		
05:23:28	2000	3000	3333	6664	1736	0.98659	3.32420	4.58406		
05:23:38	2000	3000	3333	6652	1736	0.98656	3.32429	4.58406		
05:23:48	2000	3000	3333	6623	1736	0.98650	3.32417	4.58359		
05:23:58	2000	3000	3333	6373	1736	0.98598	3.32432	4.58112		
05:24:08	2000	3000	3333	6489	1736	0.98623	3.32436	4.58245		
05:24:18	2000	3000	3333	6721	1737	0.98670	3.32300	4.58298		
05:24:28	2000	3000	3333	6519	1738	0.98629	3.32281	4.58063		
05:24:38	2000	3000	3333	6904	1738	0.98705	3.32256	4.58416		
05:24:48	2000	3000	3333	6442	1738	0.98613	3.32257	4.57947		
05:24:58	2000	3000	3333	6549	1739	0.98635	3.32263	4.58070		
05:25:08	2000	3000	3333	6329	1738	0.98588	3.32227	4.57780		
05:25:18	2000	3000	3333	6468	1737	0.98618	3.32237	4.57947		
05:25:28	2000	3000	3333	6445	1737	0.98613	3.32219	4.57898		
05:25:38	2000	3000	3333	6139	1736	0.98545	3.32216	4.57544		
05:25:48	2000	3000	3333	6535	1736	0.98632	3.32222	4.57999		
05:25:58	2000	3000	3333	6703	1735	0.98666	3.32237	4.58193		
05:26:08	2000	3000	3333	6713	1735	0.98668	3.32083	4.57990		
05:26:18	2000	3000	3333	6933	1734	0.98710	3.32057	4.58168		
05:26:28	2000	3000	3333	6669	1734	0.98660	3.32041	4.57888		
05:26:38	2000	3000	3333	6961	1734	0.98715	3.32049	4.58184		
05:26:48	2000	3000	3333	6356	1734	0.98594	3.32038	4.57550		
05:26:58	2000	3000	3333	6401	1731	0.98604	3.32050	4.57617		
05:27:08	2000	3000	3333	6527	1728	0.98631	3.32027	4.57721		
05:27:18	2000	3000	3333	6723	1729	0.98670	3.32039	4.57940		
05:27:28	2000	3000	3333	6781	1728	0.98681	3.32015	4.57964		
05:27:38	2000	3000	3333	6826	1729	0.98690	3.32015	4.58008		
05:27:48	2000	3000	3333	7117	1728	0.98743	3.32023	4.58290		
05:27:58	2000	3000	3333	6648	1727	0.98655	3.32011	4.57825		
05:28:08	2000	3000	3333	6633	1727	0.98652	3.32010	4.57808		
05:28:18	2000	3000	3333	6643	1726	0.98654	3.32015	4.57826		
05:28:28	2000	3000	3333	6591	1725	0.98644	3.31993	4.57742		
05:28:38	2000	3000	3333	6665	1724	0.98659	3.31995	4.57821		
05:28:48	2000	3000	3333	6537	1723	0.98633	3.32005	4.57702		
05:28:58	2000	3000	3333	6306	1722	0.98583	3.31995	4.57434		
05:29:08	2000	3000	3333	6660	1721	0.98658	3.31990	4.57809		
05:29:18	2000	3000	3333	6652	1721	0.98656	3.31834	4.57585		
05:29:28	2000	3000	3333	6728	1719	0.98671	3.31826	4.57651		
