

				NAL :30 m Base line


Time	RVR	 MOR	RVR	MOR	BLM	Trf	 Ref(v)	PD(v)
00:00:12	2000	3000	0.98603	0.05028	2	0.04828	
00:00:22	2000	3000	0.98603	0.05028	2	0.04828	
00:00:32	2000	3000	0.98603	0.05028	2	0.04828	
00:00:42	2000	3000	0.98603	0.05028	2	0.04828	
00:00:52	2000	3000	0.98603	0.05028	2	0.04828	
00:01:02	2000	3000	0.98603	0.05028	2	0.04828	
00:01:12	2000	3000	0.98603	0.05028	2	0.04828	
00:01:22	2000	3000	0.98603	0.05028	2	0.04828	
00:01:32	2000	3000	0.98602	0.05027	2	0.04827	
00:01:42	2000	3000	0.98603	0.05028	2	0.04828	
00:01:52	2000	3000	0.98604	0.05029	2	0.04829	
00:02:02	2000	3000	0.98603	0.05028	2	0.04828	
00:02:12	2000	3000	0.98603	0.05028	2	0.04828	
00:02:22	2000	3000	0.98603	0.05028	2	0.04828	
00:02:32	2000	3000	0.98603	0.05028	2	0.04828	
00:02:42	2000	3000	0.98603	0.05028	2	0.04828	
00:02:52	2000	3000	0.98603	0.05028	2	0.04828	
00:03:02	2000	3000	0.98603	0.05028	2	0.04828	
00:03:12	2000	3000	0.98603	0.05028	2	0.04828	
00:03:22	2000	3000	0.98603	0.05028	2	0.04828	
00:03:32	2000	3000	0.98603	0.05028	2	0.04828	
00:03:42	2000	3000	0.98603	0.05028	2	0.04828	
00:03:52	2000	3000	0.98603	0.05028	2	0.04828	
00:04:02	2000	3000	0.98603	0.05028	2	0.04828	
00:04:12	2000	3000	0.98603	0.05028	2	0.04828	
00:04:22	2000	3000	0.98603	0.05028	2	0.04828	
00:04:32	2000	3000	0.98604	0.05029	2	0.04829	
00:04:42	2000	3000	0.98603	0.05028	2	0.04828	
00:04:52	2000	3000	0.98603	0.05028	2	0.04828	
00:05:02	2000	3000	0.98603	0.05028	2	0.04828	
00:05:12	2000	3000	0.98603	0.05028	2	0.04828	
00:05:22	2000	3000	0.98603	0.05028	2	0.04828	
00:05:32	2000	3000	0.98603	0.05028	2	0.04828	
00:05:42	2000	3000	0.98603	0.05028	2	0.04828	
00:05:52	2000	3000	0.98603	0.05028	2	0.04828	
00:06:02	2000	3000	0.98603	0.05028	2	0.04828	
00:06:12	2000	3000	0.98603	0.05028	2	0.04828	
00:06:22	2000	3000	0.98603	0.05028	2	0.04828	
00:06:32	2000	3000	0.98603	0.05028	2	0.04828	
00:06:42	2000	3000	0.98603	0.05028	2	0.04828	
00:06:52	2000	3000	0.98603	0.05028	2	0.04828	
00:07:02	2000	3000	0.98603	0.05028	2	0.04828	
00:07:12	2000	3000	0.98603	0.05028	2	0.04828	
00:07:22	2000	3000	0.98603	0.05028	2	0.04828	
00:07:32	2000	3000	0.98603	0.05028	2	0.04828	
00:07:42	2000	3000	0.98604	0.05029	2	0.04829	
00:07:52	2000	3000	0.98604	0.05029	3	0.04829	
